,Collision,Sick,reachedGoal,Time,ShortestDistanceAverage,ShortestDistanceMedian
0,1,10,20,22.54916763305664,3.764585971832275,3.163919448852539
1,4,12,20,21.5565185546875,6.06886100769043,8.909324645996094
2,0,6,20,20.556522369384766,5.315606117248535,3.493613719940185
3,1,11,19,-1.0,5.173304080963135,11.710577011108398
4,6,8,20,22.507835388183594,5.834624290466309,9.62785530090332
5,0,10,19,-1.0,5.603689193725586,10.807767868041992
6,2,8,20,19.8699951171875,4.039669036865234,7.589264392852783
7,1,8,20,23.020004272460938,5.055443286895752,4.78950834274292
8,0,10,20,21.949996948242188,5.094864845275879,5.38182258605957
9,1,10,20,22.279998779296875,5.135501384735107,4.4611029624938965
10,6,8,20,21.399993896484375,4.9082350730896,8.319840431213379
11,1,9,19,-1.0,4.461230278015137,3.253688812255859
12,1,9,20,20.589996337890625,3.937613725662231,5.575880527496338
13,2,13,20,23.360015869140625,4.542118549346924,3.678831577301025
14,1,10,19,-1.0,4.933056354522705,4.666447639465332
15,5,6,20,21.92999267578125,5.190977573394775,11.66006088256836
16,11,9,20,23.230010986328125,4.887626647949219,1.00023329257965
17,0,5,19,-1.0,4.525639057159424,3.674519538879394
18,8,16,20,20.80999755859375,6.851334571838379,6.190138816833496
19,0,9,20,23.899993896484375,5.372243404388428,3.020376443862915
20,0,7,20,26.05999755859375,6.637017726898193,9.235051155090332
21,1,6,20,21.600006103515625,5.7710394859313965,3.728035449981689
22,6,10,19,-1.0,5.481446743011475,5.384005069732666
23,6,13,20,20.72998046875,4.026356697082519,4.47700834274292
24,7,10,20,22.77001953125,4.165554046630859,6.755456924438477
25,0,7,20,21.80999755859375,4.98762845993042,2.337457180023193
26,0,9,20,21.29998779296875,4.796677112579346,4.878857612609863
27,7,6,20,22.97998046875,4.289552688598633,4.9006218910217285
28,9,9,18,-1.0,4.375115394592285,7.042275428771973
29,10,10,20,21.9200439453125,4.772919178009033,3.912460088729858
30,0,8,20,21.53997802734375,5.8146467208862305,8.298861503601074
31,1,6,20,21.08001708984375,4.477410316467285,5.334499359130859
32,1,10,20,20.9599609375,5.047164440155029,3.675585508346557
33,6,8,20,22.23004150390625,4.981168270111084,7.665331840515137
34,0,10,18,-1.0,4.288954257965088,3.594256639480591
35,3,6,20,21.8499755859375,5.862768173217773,6.070167541503906
36,4,7,19,-1.0,4.221803188323975,8.587127685546875
37,0,7,20,22.04998779296875,4.952157497406006,4.62588357925415
38,1,8,20,22.72998046875,6.443630218505859,11.131912231445312
39,1,8,20,20.300048828125,5.397841453552246,11.510541915893555
40,0,9,20,21.01995849609375,7.6125593185424805,3.46500825881958
41,9,8,19,-1.0,4.570318698883057,6.565254211425781
42,4,9,18,-1.0,6.067774772644043,11.179924011230469
43,3,11,20,19.760009765625,7.185680866241455,7.358376502990723
44,6,8,20,21.3599853515625,3.723217010498047,7.399104118347168
45,10,12,19,-1.0,5.256038188934326,4.544111251831055
46,1,9,20,20.739990234375,7.09813117980957,5.171390056610107
47,7,7,20,20.8699951171875,6.351374626159668,4.703736305236816
48,1,9,19,-1.0,5.696526527404785,3.32237434387207
49,5,11,20,23.77001953125,5.186532020568848,9.307268142700195
50,1,8,19,-1.0,4.9153313636779785,4.59958553314209
51,2,13,19,-1.0,4.762030124664307,10.633713722229004
52,6,11,19,-1.0,5.17581033706665,4.4704670906066895
53,4,8,20,23.18994140625,4.815008640289307,3.787055253982544
54,3,9,19,-1.0,5.350743770599365,4.858645439147949
55,6,14,20,20.9100341796875,8.093128204345703,5.450845718383789
56,1,11,20,21.429931640625,4.7824931144714355,2.701022148132324
57,1,10,20,22.830078125,6.232206344604492,11.93777847290039
58,0,9,20,21.409912109375,4.569530487060547,5.100886344909668
59,1,10,20,23.2100830078125,7.654433727264404,4.368593215942383
60,6,7,19,-1.0,4.66568660736084,4.20548152923584
61,1,7,6,-1.0,3.640146970748901,4.3173828125
62,0,10,0,-1.0,4.141883850097656,3.382676124572754
63,14,6,0,-1.0,4.9591450691223145,8.653175354003906
64,1,9,0,-1.0,5.449448108673096,5.359329223632812
65,5,9,20,21.46875,4.974044322967529,6.08464241027832
66,10,8,19,-1.0,5.259081840515137,4.430047035217285
67,1,14,19,-1.0,5.084337711334228,11.015083312988281
68,2,5,20,19.5760498046875,5.30619478225708,3.402272939682007
69,1,11,20,20.0718994140625,4.126564025878906,6.886552810668945
70,1,5,20,23.1494140625,7.582238674163818,8.591038703918457
71,8,9,20,21.1529541015625,4.742803573608398,2.316772699356079
72,1,7,20,21.1800537109375,5.381237506866455,9.313172340393066
73,1,7,20,20.97998046875,4.129372596740723,5.055773258209228
74,2,6,19,-1.0,6.218945503234863,10.979578018188477
75,3,9,20,21.6199951171875,5.218932151794434,4.516334056854248
76,2,9,20,20.6400146484375,4.551091194152832,5.162944793701172
77,3,9,19,-1.0,3.911218166351318,4.27355146408081
78,5,8,19,-1.0,5.419972896575928,8.814217567443848
79,2,12,20,23.429931640625,5.046091079711914,3.084548950195312
80,3,12,20,22.6600341796875,5.051773071289062,3.689969778060913
81,0,9,20,22.219970703125,5.042964935302734,4.2821455001831055
82,9,10,17,-1.0,5.669100761413574,3.520978212356567
83,2,11,17,-1.0,5.57858419418335,7.210012435913086
84,9,7,20,21.4700927734375,4.9235310554504395,2.940031051635742
85,5,9,19,-1.0,5.807365417480469,4.829073429107666
86,1,5,20,21.4000244140625,5.568655967712402,6.051119327545166
87,6,8,20,21.18994140625,5.619664192199707,11.221168518066406
88,5,6,20,21.179931640625,4.201262474060059,4.179019451141357
89,1,9,20,21.469970703125,5.212192058563232,8.302583694458008
90,4,10,20,20.91015625,5.806004047393799,5.583698749542236
91,4,9,20,22.18994140625,4.093834400177002,3.172216415405273
92,10,9,20,23.97998046875,6.784815788269043,3.62053632736206
93,11,9,20,20.580078125,6.186038970947266,9.594659805297852
94,3,9,19,-1.0,5.444881916046143,7.337202072143555
95,0,8,20,23.199951171875,6.178887844085693,10.404947280883789
96,0,11,20,21.2900390625,4.954926490783691,4.643677711486816
97,1,8,20,23.239990234375,4.688613414764404,4.7913126945495605
98,2,6,20,21.47998046875,4.323991298675537,8.785411834716797
99,5,9,20,24.5,4.842554569244385,10.734794616699219
100,11,8,18,-1.0,4.612473964691162,4.37053632736206
101,2,9,19,-1.0,4.446714878082275,7.146852493286133
102,8,6,19,-1.0,4.888906002044678,11.502124786376953
103,0,6,20,21.349853515625,3.447576999664306,2.4172487258911133
104,6,5,20,21.260009765625,5.126418113708496,8.426288604736328
105,2,10,20,22.690185546875,6.002676486968994,5.359580039978027
106,1,7,19,-1.0,5.287705898284912,8.308418273925781
107,1,14,20,23.4599609375,4.304358959197998,7.951111793518066
108,11,9,20,22.1298828125,4.649227619171143,3.899780750274658
109,11,10,19,-1.0,3.964905738830566,8.215682983398438
110,2,10,19,-1.0,5.690064430236816,7.342987060546875
111,6,13,19,-1.0,6.92816686630249,3.755976915359497
112,2,9,19,-1.0,7.727780818939209,2.776099920272827
113,0,11,20,22.190185546875,4.9921956062316895,4.990458965301514
114,3,10,20,24.309814453125,6.030771255493164,10.440815925598145
115,12,6,19,-1.0,5.10058069229126,9.049758911132812
116,6,14,20,20.949951171875,3.412761211395263,1.473869442939758
117,13,9,20,20.85009765625,5.9162797927856445,3.151869773864746
118,8,10,19,-1.0,5.265838146209717,13.485174179077148
119,4,11,18,-1.0,6.7456793785095215,9.405231475830078
120,4,11,19,-1.0,4.737834930419922,12.84092903137207
121,4,9,19,-1.0,5.393326282501221,4.596198558807373
122,8,12,19,-1.0,5.632968902587891,9.421708106994629
123,1,11,19,-1.0,5.218016147613525,4.975346088409424
124,1,10,19,-1.0,4.678858280181885,3.675875663757324
125,5,8,20,20.929931640625,4.524764537811279,9.142547607421875
126,2,7,20,21.4599609375,4.363773345947266,8.900436401367188
127,6,9,19,-1.0,6.78429651260376,11.248770713806152
128,0,9,20,23.16015625,7.672720432281494,6.108277320861816
129,2,6,20,23.22998046875,5.407148361206055,2.399494647979736
130,2,7,20,23.7099609375,6.061669826507568,4.281063556671143
131,1,8,20,28.739990234375,5.622213840484619,3.843920946121216
132,4,6,20,20.719970703125,4.648254871368408,7.749453544616699
133,1,8,19,-1.0,5.215919494628906,4.148109436035156
134,3,12,18,-1.0,4.7392683029174805,3.220171213150024
135,2,10,20,21.8701171875,4.780727863311768,11.302573204040527
136,9,11,19,-1.0,5.018581867218018,4.111851692199707
137,0,12,20,22.52001953125,4.963143825531006,7.416961669921875
138,6,13,19,-1.0,3.223253726959228,0.9951146245002741
139,0,13,20,20.579833984375,4.569910049438477,3.582262754440307
140,0,9,20,21.080078125,6.748878002166748,10.47529411315918
141,0,13,19,-1.0,5.643179893493652,11.678242683410645
142,4,14,20,23.39990234375,4.28849983215332,8.114156723022461
143,0,9,20,21.27001953125,4.658962249755859,4.289640426635742
144,1,11,20,19.760009765625,6.415282726287842,11.552645683288574
145,3,8,20,22.090087890625,7.7452545166015625,3.3999569416046143
146,0,11,20,21.280029296875,4.652984142303467,4.481351375579834
147,1,7,20,20.679931640625,4.147233963012695,7.178873062133789
148,5,11,19,-1.0,5.182939052581787,5.135232925415039
149,3,6,19,-1.0,4.795843124389648,11.370092391967773
150,0,11,19,-1.0,6.083561420440674,5.348522186279297
151,0,10,20,24.360107421875,5.963383197784424,4.718106269836426
152,2,9,20,21.1298828125,5.588263511657715,3.409450769424438
153,0,11,19,-1.0,5.4136176109313965,3.163986444473266
154,0,10,20,23.5,5.408395290374756,4.095002174377441
155,10,9,20,21.06005859375,3.935890436172485,7.5714521408081055
156,0,10,20,21.35986328125,5.685705661773682,9.18846607208252
157,5,11,20,24.72021484375,5.057280540466309,4.453377723693848
158,8,8,20,21.809814453125,4.365844249725342,3.825073719024658
159,4,10,20,21.72998046875,6.554604530334473,6.468514919281006
160,7,10,19,-1.0,4.863134384155273,5.662465572357178
161,1,6,19,-1.0,5.054391860961914,6.6810455322265625
162,1,8,20,21.340087890625,6.191446781158447,7.364243984222412
163,2,8,19,-1.0,3.718458890914917,2.571641683578491
164,2,6,20,28.199951171875,5.6404948234558105,2.308882236480713
165,8,7,19,-1.0,7.023935794830322,12.768718719482422
166,1,7,20,20.68994140625,5.783404350280762,4.954936981201172
167,1,7,19,-1.0,3.859503269195556,3.960125207901001
168,4,9,20,23.919921875,4.317355155944824,8.072636604309082
169,2,8,20,22.19970703125,4.848692893981934,4.041051387786865
170,8,10,18,-1.0,6.053334236145019,4.3357062339782715
171,5,7,19,-1.0,5.704305648803711,7.158842086791992
172,1,6,19,-1.0,5.933068752288818,11.36029052734375
173,1,9,19,-1.0,4.474245548248291,3.940006494522094
174,1,10,20,21.2900390625,6.900528907775879,3.983415365219116
175,0,9,20,21.5302734375,3.852112054824829,4.290090084075928
176,0,12,20,22.080078125,4.820460319519043,7.8789381980896
177,0,9,19,-1.0,5.00632905960083,3.411425590515136
178,0,8,19,-1.0,4.500214576721191,7.1687421798706055
179,3,14,19,-1.0,6.384633541107178,4.105364799499512
180,3,11,19,-1.0,5.523025989532471,5.610675811767578
181,2,12,18,-1.0,5.027617931365967,5.579779624938965
182,8,5,20,22.02978515625,5.796026229858398,5.013645648956299
183,0,6,20,20.990234375,4.75447416305542,2.881151676177978
184,0,12,19,-1.0,5.176790237426758,3.950025081634521
185,1,7,20,20.759765625,5.290164470672607,7.079777717590332
186,0,4,19,-1.0,5.793893814086914,13.561616897583008
187,1,10,20,23.26123046875,4.920269012451172,11.724075317382812
188,0,9,20,20.7001953125,7.406545162200928,14.377618789672852
189,0,5,20,24.0576171875,4.288977146148682,7.64974308013916
190,4,10,19,-1.0,5.43662691116333,4.654864311218262
191,1,11,19,-1.0,4.02910852432251,4.044466018676758
192,2,7,20,21.7900390625,5.14565896987915,6.208314895629883
193,0,7,20,21.18994140625,5.338947296142578,7.406362056732178
194,1,10,20,20.89013671875,6.598252773284912,2.9311048984527592
195,1,11,20,22.75,5.592292308807373,12.116096496582031
196,4,11,20,20.43994140625,4.849073886871338,10.951665878295898
197,1,6,20,24.31982421875,4.852014064788818,3.527327060699463
198,6,6,20,19.6298828125,5.075358390808105,3.493167161941528
199,9,16,20,21.14013671875,4.079522132873535,4.453453063964844
200,0,7,20,21.6298828125,6.565513610839844,7.04035472869873
201,6,7,20,20.8798828125,4.691227436065674,9.878095626831055
202,2,12,19,-1.0,7.323742866516113,11.484254837036133
203,7,12,19,-1.0,4.375637531280518,7.724035263061523
204,10,13,18,-1.0,5.837973117828369,4.851316928863525
205,6,9,19,-1.0,5.759094715118408,9.186161041259766
206,0,9,20,21.3603515625,5.079221725463867,6.460402965545654
207,4,6,20,21.18994140625,4.633773326873779,6.906519412994385
208,4,11,20,22.169921875,3.948725461959839,3.270056009292602
209,2,12,20,25.01025390625,6.037064552307129,5.94040584564209
210,6,8,19,-1.0,6.776358604431152,5.993500709533691
211,1,10,19,-1.0,6.600248336791992,5.845969200134277
212,1,8,20,22.6396484375,5.950443267822266,4.151180267333984
213,1,8,20,19.1201171875,4.878503322601318,8.33392333984375
214,7,9,20,20.43994140625,5.997987270355225,10.793219566345215
215,2,10,20,19.7802734375,4.553163051605225,10.242855072021484
216,0,6,20,20.43994140625,5.380832672119141,4.742320537567139
217,6,9,20,24.259765625,4.371940612792969,9.671304702758789
218,4,10,19,-1.0,7.9848880767822275,5.168537616729736
219,5,9,20,20.83984375,4.101096630096435,7.060798645019531
220,4,11,18,-1.0,5.636491298675537,5.339561462402344
221,0,12,20,22.93017578125,4.69968318939209,7.576142311096191
222,7,12,20,25.10009765625,3.9485597610473633,4.403829097747803
223,0,11,20,23.509765625,4.143541812896728,2.078425407409668
224,1,9,20,20.55029296875,5.890369892120361,4.134746074676514
225,1,9,20,26.27001953125,5.870980739593506,7.419041633605957
226,4,10,20,21.60009765625,6.543606758117676,8.670989990234375
227,5,9,20,20.1298828125,3.49968671798706,3.922339677810669
228,0,6,20,19.75,4.558147430419922,5.072096824645996
229,0,10,19,-1.0,5.307516574859619,5.320934295654297
230,0,5,20,22.65966796875,5.554713249206543,5.08799409866333
231,4,8,20,21.8203125,4.264925956726074,3.582767724990844
232,0,9,20,21.19970703125,6.234410762786865,8.495078086853027
233,10,5,20,22.13037109375,5.82020902633667,5.3901047706604
234,11,6,19,-1.0,5.348028182983398,2.792869329452514
235,7,10,19,-1.0,4.925835132598877,4.254374980926514
236,2,10,20,25.0400390625,4.687722682952881,5.1554670333862305
237,4,7,20,21.48974609375,5.132966995239258,5.581513404846191
238,3,10,19,-1.0,3.7303354740142822,2.000312805175781
239,0,8,20,21.5400390625,5.771223545074463,7.865520477294922
240,1,10,20,21.85986328125,6.100725650787353,10.634159088134766
241,0,8,19,-1.0,5.429447650909424,12.265363693237305
242,4,10,20,23.56005859375,4.598776340484619,7.063745498657227
243,3,8,20,21.240234375,4.67038631439209,5.083388805389404
244,2,10,20,21.11962890625,4.092118263244629,4.194887161254883
245,1,11,19,-1.0,5.7026472091674805,10.502288818359375
246,1,7,20,20.67041015625,7.057690143585205,6.261826038360596
247,8,11,20,21.1298828125,6.061957836151123,3.927472591400146
248,10,9,19,-1.0,4.757984161376953,4.854491710662842
249,4,7,20,19.91015625,4.441006660461426,3.92337965965271
250,0,9,20,25.02978515625,3.8849916458129883,4.235501289367676
251,6,8,20,24.98974609375,5.333690166473389,5.75385046005249
252,11,12,19,-1.0,5.323224067687988,4.979765892028809
253,2,6,18,-1.0,4.426444053649902,4.83664608001709
254,8,8,20,22.89013671875,3.5737249851226798,7.246175765991211
255,0,13,19,-1.0,5.547976016998291,4.5816192626953125
256,8,9,20,22.14013671875,7.5358686447143555,4.272995471954346
257,0,10,20,21.9599609375,6.071760177612305,12.043695449829102
258,2,10,19,-1.0,4.896055221557617,4.602013111114502
259,2,8,20,23.18994140625,5.239644527435303,9.742344856262207
260,5,9,20,27.14990234375,7.422893047332764,4.705058574676514
261,0,10,20,21.91015625,6.9937286376953125,4.587423801422119
262,2,8,20,22.259765625,5.569156169891357,3.494599819183349
263,0,11,20,21.66015625,5.386999607086182,3.492121934890747
264,10,7,20,21.6298828125,5.460343837738037,5.538426399230957
265,2,10,19,-1.0,4.331698894500732,7.548803329467773
266,6,6,19,-1.0,5.852246284484863,11.440313339233398
267,11,9,20,20.3994140625,4.50867223739624,8.459528923034668
268,3,8,19,-1.0,5.907947540283203,11.66003704071045
269,1,8,20,21.24169921875,5.986110687255859,10.804544448852539
270,0,9,19,-1.0,5.479096412658691,4.6192779541015625
271,0,5,19,-1.0,6.351147651672363,3.649257898330688
272,10,9,19,-1.0,5.660560607910156,8.187145233154297
273,1,11,19,-1.0,4.818732261657715,9.438776016235352
274,6,9,20,22.18310546875,3.410084247589111,7.28865385055542
275,0,9,20,20.92529296875,6.35825252532959,9.492368698120117
276,3,9,19,-1.0,4.340765476226807,8.901893615722656
277,9,10,19,-1.0,4.770094394683838,3.805466651916504
278,7,8,20,24.43310546875,4.956436634063721,7.184727668762207
279,0,7,20,21.17529296875,4.9129815101623535,6.39252233505249
280,4,14,19,-1.0,4.785619258880615,3.573085308074951
281,1,7,19,-1.0,6.276800155639648,10.979923248291016
282,1,11,20,23.658203125,6.389784812927246,3.7851147651672363
283,11,11,19,-1.0,5.951043128967285,10.78271198272705
284,9,12,19,-1.0,5.294142246246338,11.309709548950195
285,0,11,20,21.49169921875,4.519745826721191,3.8141956329345703
286,7,12,19,-1.0,4.7830023765563965,8.838642120361328
287,5,9,19,-1.0,5.106223583221435,4.079666137695312
288,0,6,20,20.31640625,6.086097717285156,3.9066333770751953
289,18,13,20,21.67529296875,5.496257781982422,4.546662330627441
290,0,8,20,20.9248046875,4.7350172996521,4.612511157989502
291,5,8,20,21.17529296875,4.511422634124756,3.498479604721069
292,0,9,19,-1.0,4.972886085510254,8.777200698852539
293,0,11,20,20.94970703125,5.142104148864746,1.9900420904159541
294,0,10,20,23.875,6.82212495803833,2.537773132324218
295,0,9,20,21.89990234375,6.772740840911865,5.037842750549316
296,9,11,20,23.39208984375,6.33994722366333,9.980708122253418
297,0,11,19,-1.0,6.0710129737854,4.732921123504639
298,2,6,20,19.224609375,4.038602828979492,7.013611316680908
299,0,10,20,20.341796875,5.12113094329834,3.723968982696533
